0.0000000e+000,0.0000000e+000,5.0000000e-002,0.0000000e+000,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,0.0000000e+000,2.0000000e+001,0.0000000e+000,0.0000000e+000,6.0000000e+001,1.2000000e+005,0.0000000e+000,1.2000000e+005,0.0000000e+000,0.0000000e+000,0.0000000e+000,0.0000000e+000,7.0000000e+001,0.0000000e+000,6.0000000e+001,6.0000000e+001
2.0000000e+001,1.7232211e-002,5.0000000e-002,0.0000000e+000,2.0000000e+001,1.7232211e-002,1.0000000e+000,2.3153315e+002,2.0000000e+001,2.0087518e+001,1.1919282e+002,0.0000000e+000,6.0000000e+001,1.2000000e+006,2.0000000e+001,1.2000000e+006,0.0000000e+000,0.0000000e+000,1.1919282e+002,2.0000000e+001,7.0640774e+001,1.1919282e+002,5.1568272e+001,6.0198788e+001
4.0000000e+001,1.9323572e-002,5.0000000e-002,0.0000000e+000,4.0000000e+001,1.9323572e-002,1.0000000e+000,2.4808937e+002,4.0000000e+001,2.0174078e+001,1.4982302e+002,0.0000000e+000,6.0000000e+001,1.2000000e+006,4.0000000e+001,1.2000000e+006,0.0000000e+000,0.0000000e+000,1.4982302e+002,4.0000000e+001,7.1257950e+001,1.4982302e+002,4.4284463e+001,6.0420177e+001
6.0000000e+001,1.9341889e-002,5.0000000e-002,0.0000000e+000,6.0000000e+001,1.9341889e-002,1.0000000e+000,2.4746795e+002,6.0000000e+001,2.0259692e+001,1.5001191e+002,0.0000000e+000,6.0000000e+001,1.2000000e+006,6.0000000e+001,1.2000000e+006,0.0000000e+000,0.0000000e+000,1.5001191e+002,6.0000000e+001,7.1871189e+001,1.5001191e+002,3.8675955e+001,6.0643786e+001
8.0000000e+001,1.9349768e-002,5.0000000e-002,0.0000000e+000,8.0000000e+001,1.9349768e-002,1.0000000e+000,2.4746489e+002,8.0000000e+001,2.0344368e+001,1.5000027e+002,0.0000000e+000,6.0000000e+001,1.2000000e+006,8.0000000e+001,1.2000000e+006,0.0000000e+000,0.0000000e+000,1.5000027e+002,8.0000000e+001,7.2484284e+001,1.5000027e+002,3.4411322e+001,6.0867392e+001
1.0000000e+002,1.9360863e-002,5.0000000e-002,0.0000000e+000,1.0000000e+002,1.9360863e-002,1.0000000e+000,2.4747686e+002,1.0000000e+002,2.0428119e+001,1.4999969e+002,0.0000000e+000,6.0000000e+001,1.2000000e+006,1.0000000e+002,1.2000000e+006,0.0000000e+000,0.0000000e+000,1.4999969e+002,1.0000000e+002,7.3097183e+001,1.4999969e+002,3.1172929e+001,6.1090999e+001
1.2000000e+002,1.9374513e-002,5.0000000e-002,0.0000000e+000,1.2000000e+002,1.9374513e-002,1.0000000e+000,2.4748934e+002,1.2000000e+002,2.0510953e+001,1.4999966e+002,0.0000000e+000,6.0000000e+001,1.2000000e+006,1.2000000e+002,1.2000000e+006,0.0000000e+000,0.0000000e+000,1.4999966e+002,1.2000000e+002,7.3709833e+001,1.4999966e+002,2.8718198e+001,6.1314606e+001
1.4000000e+002,1.9390700e-002,5.0000000e-002,0.0000000e+000,1.4000000e+002,1.9390700e-002,1.0000000e+000,2.4750410e+002,1.4000000e+002,2.0592881e+001,1.4999961e+002,0.0000000e+000,6.0000000e+001,1.2000000e+006,1.4000000e+002,1.2000000e+006,0.0000000e+000,0.0000000e+000,1.4999961e+002,1.4000000e+002,7.4322185e+001,1.4999961e+002,2.6861850e+001,6.1538212e+001
1.6000000e+002,1.9409450e-002,5.0000000e-002,0.0000000e+000,1.6000000e+002,1.9409450e-002,1.0000000e+000,2.4752122e+002,1.6000000e+002,2.0673913e+001,1.4999955e+002,0.0000000e+000,6.0000000e+001,1.2000000e+006,1.6000000e+002,1.2000000e+006,0.0000000e+000,0.0000000e+000,1.4999955e+002,1.6000000e+002,7.4934188e+001,1.4999955e+002,2.5462362e+001,6.1761819e+001
1.8000000e+002,1.9430791e-002,5.0000000e-002,0.0000000e+000,1.8000000e+002,1.9430791e-002,1.0000000e+000,2.4754072e+002,1.8000000e+002,2.0754058e+001,1.4999949e+002,0.0000000e+000,6.0000000e+001,1.2000000e+006,1.8000000e+002,1.2000000e+006,0.0000000e+000,0.0000000e+000,1.4999949e+002,1.8000000e+002,7.5545790e+001,1.4999949e+002,2.4411636e+001,6.1985425e+001
2.0000000e+002,1.9454755e-002,5.0000000e-002,0.0000000e+000,2.0000000e+002,1.9454755e-002,1.0000000e+000,2.4756263e+002,2.0000000e+002,2.0833327e+001,1.4999943e+002,0.0000000e+000,6.0000000e+001,1.2000000e+006,2.0000000e+002,1.2000000e+006,0.0000000e+000,0.0000000e+000,1.4999943e+002,2.0000000e+002,7.6156939e+001,1.4999943e+002,2.3627108e+001,6.2209031e+001
2.2000000e+002,1.9481378e-002,5.0000000e-002,0.0000000e+000,2.2000000e+002,1.9481378e-002,1.0000000e+000,2.4758701e+002,2.2000000e+002,2.0911728e+001,1.4999936e+002,4.0000000e+004,6.0000000e+001,1.2000000e+006,2.2000000e+002,1.2000000e+006,0.0000000e+000,0.0000000e+000,1.4999936e+002,2.2000000e+002,7.6767582e+001,1.4999936e+002,2.3412086e+001,6.2432638e+001
2.4000000e+002,1.9510700e-002,5.0000000e-002,0.0000000e+000,2.4000000e+002,1.9510700e-002,1.0000000e+000,2.4761390e+002,2.4000000e+002,2.0989272e+001,1.4999930e+002,8.0000000e+004,6.0000000e+001,1.2000000e+006,2.4000000e+002,1.2000000e+006,0.0000000e+000,0.0000000e+000,1.4999930e+002,2.4000000e+002,7.7377666e+001,1.4999930e+002,2.3966800e+001,6.2656244e+001
2.6000000e+002,1.9542765e-002,5.0000000e-002,0.0000000e+000,2.6000000e+002,1.9542765e-002,1.0000000e+000,2.4764334e+002,2.6000000e+002,2.1065967e+001,1.4999924e+002,1.2000000e+005,6.0000000e+001,1.2000000e+006,2.6000000e+002,1.2000000e+006,0.0000000e+000,0.0000000e+000,1.4999924e+002,2.6000000e+002,7.7987136e+001,1.4999924e+002,2.5109272e+001,6.2879850e+001
2.8000000e+002,1.9577622e-002,5.0000000e-002,0.0000000e+000,2.8000000e+002,1.9577622e-002,1.0000000e+000,2.4767540e+002,2.8000000e+002,2.1141824e+001,1.4999917e+002,1.6000000e+005,6.0000000e+001,1.2000000e+006,2.8000000e+002,1.2000000e+006,0.0000000e+000,0.0000000e+000,1.4999917e+002,2.8000000e+002,7.8595937e+001,1.4999917e+002,2.6700501e+001,6.3103457e+001
3.0000000e+002,1.9615327e-002,5.0000000e-002,0.0000000e+000,3.0000000e+002,1.9615327e-002,1.0000000e+000,2.4771013e+002,3.0000000e+002,2.1216850e+001,1.4999910e+002,2.0000000e+005,6.0000000e+001,1.2000000e+006,3.0000000e+002,1.2000000e+006,0.0000000e+000,0.0000000e+000,1.4999910e+002,3.0000000e+002,7.9204012e+001,1.4999910e+002,2.8634318e+001,6.3327063e+001
3.2000000e+002,1.9655936e-002,5.0000000e-002,0.0000000e+000,3.2000000e+002,1.9655936e-002,1.0000000e+000,2.4774761e+002,3.2000000e+002,2.1291056e+001,1.4999903e+002,2.4000000e+005,6.0000000e+001,1.2000000e+006,3.2000000e+002,1.2000000e+006,0.0000000e+000,0.0000000e+000,1.4999903e+002,3.2000000e+002,7.9811304e+001,1.4999903e+002,3.0829629e+001,6.3550669e+001
3.4000000e+002,1.9699514e-002,0.0000000e+000,0.0000000e+000,3.4000000e+002,1.9699514e-002,1.0000000e+000,2.4778790e+002,3.4000000e+002,2.1364450e+001,1.4999896e+002,2.8000000e+005,6.0000000e+001,1.2000000e+006,3.4000000e+002,1.2000000e+006,0.0000000e+000,0.0000000e+000,1.4999896e+002,3.4000000e+002,7.9757755e+001,1.4999896e+002,3.3224492e+001,6.3774275e+001
3.6000000e+002,1.9746131e-002,0.0000000e+000,0.0000000e+000,3.6000000e+002,1.9746131e-002,1.0000000e+000,2.4783110e+002,3.6000000e+002,2.1437041e+001,1.4999889e+002,3.2000000e+005,6.0000000e+001,1.2000000e+006,3.6000000e+002,1.2000000e+006,0.0000000e+000,0.0000000e+000,1.4999889e+002,3.6000000e+002,7.9363303e+001,1.4999889e+002,3.5771598e+001,6.3997881e+001
3.8000000e+002,1.9795861e-002,0.0000000e+000,0.0000000e+000,3.8000000e+002,1.9795861e-002,1.0000000e+000,2.4787729e+002,3.8000000e+002,2.1508838e+001,1.4999881e+002,3.6000000e+005,6.0000000e+001,1.2000000e+006,3.8000000e+002,1.2000000e+006,0.0000000e+000,0.0000000e+000,1.4999881e+002,3.8000000e+002,7.8967889e+001,1.4999881e+002,3.8434811e+001,6.4221487e+001
4.0000000e+002,1.9848785e-002,0.0000000e+000,0.0000000e+000,4.0000000e+002,1.9848785e-002,1.0000000e+000,2.4792655e+002,4.0000000e+002,2.1579850e+001,1.4999873e+002,4.0000000e+005,6.0000000e+001,1.2000000e+006,4.0000000e+002,1.2000000e+006,0.0000000e+000,0.0000000e+000,1.4999873e+002,4.0000000e+002,7.8571448e+001,1.4999873e+002,4.1186533e+001,6.4445093e+001
4.2000000e+002,1.9904990e-002,0.0000000e+000,0.0000000e+000,4.2000000e+002,1.9904990e-002,1.0000000e+000,2.4797901e+002,4.2000000e+002,2.1650084e+001,1.4999865e+002,4.4000000e+005,6.0000000e+001,1.2000000e+006,4.2000000e+002,1.2000000e+006,0.0000000e+000,0.0000000e+000,1.4999865e+002,4.2000000e+002,7.8173915e+001,1.4999865e+002,4.4005684e+001,6.4668698e+001
4.4000000e+002,1.9964570e-002,0.0000000e+000,0.0000000e+000,4.4000000e+002,1.9964570e-002,1.0000000e+000,2.4803477e+002,4.4000000e+002,2.1719551e+001,1.4999857e+002,4.8000000e+005,6.0000000e+001,1.2000000e+006,4.4000000e+002,1.2000000e+006,0.0000000e+000,0.0000000e+000,1.4999857e+002,4.4000000e+002,7.7775225e+001,1.4999857e+002,4.6876165e+001,6.4892304e+001
