0.0000000e+000,0.0000000e+000,5.0000000e-002,0.0000000e+000,0.0000000e+000,1.0000000e+000,0.0000000e+000,2.0000000e+001,0.0000000e+000,0.0000000e+000,6.0000000e+001,1.2000000e+005,1.2000000e+005,0.0000000e+000,0.0000000e+000,0.0000000e+000,7.0000000e+001,0.0000000e+000,6.0000000e+001,6.0000000e+001
2.0000000e+001,1.7232211e-002,5.0000000e-002,0.0000000e+000,1.7232211e-002,1.0000000e+000,2.3153315e+002,2.0000000e+001,1.1919282e+002,0.0000000e+000,6.0000000e+001,1.2000000e+006,1.2000000e+006,0.0000000e+000,0.0000000e+000,1.1919282e+002,7.0640903e+001,1.1919282e+002,5.1485834e+001,6.0198654e+001
4.0000000e+001,1.9323572e-002,5.0000000e-002,0.0000000e+000,1.9323572e-002,1.0000000e+000,2.4808937e+002,2.0000000e+001,1.4982302e+002,0.0000000e+000,6.0000000e+001,1.2000000e+006,1.2000000e+006,0.0000000e+000,0.0000000e+000,1.4982302e+002,7.1258079e+001,1.4982302e+002,4.4114275e+001,6.0420043e+001
6.0000000e+001,1.9341889e-002,5.0000000e-002,0.0000000e+000,1.9341889e-002,1.0000000e+000,2.4746795e+002,2.0000000e+001,1.5001191e+002,0.0000000e+000,6.0000000e+001,1.2000000e+006,1.2000000e+006,0.0000000e+000,0.0000000e+000,1.5001191e+002,7.1871318e+001,1.5001191e+002,3.8419235e+001,6.0643652e+001
8.0000000e+001,1.9349768e-002,5.0000000e-002,0.0000000e+000,1.9349768e-002,1.0000000e+000,2.4746489e+002,2.0000000e+001,1.5000027e+002,0.0000000e+000,6.0000000e+001,1.2000000e+006,1.2000000e+006,0.0000000e+000,0.0000000e+000,1.5000027e+002,7.2484414e+001,1.5000027e+002,3.4069224e+001,6.0867258e+001
1.0000000e+002,1.9360863e-002,5.0000000e-002,0.0000000e+000,1.9360863e-002,1.0000000e+000,2.4747686e+002,2.0000000e+001,1.4999969e+002,0.0000000e+000,6.0000000e+001,1.2000000e+006,1.2000000e+006,0.0000000e+000,0.0000000e+000,1.4999969e+002,7.3097312e+001,1.4999969e+002,3.0746544e+001,6.1090865e+001
1.2000000e+002,1.9374513e-002,5.0000000e-002,0.0000000e+000,1.9374513e-002,1.0000000e+000,2.4748934e+002,2.0000000e+001,1.4999966e+002,0.0000000e+000,6.0000000e+001,1.2000000e+006,1.2000000e+006,0.0000000e+000,0.0000000e+000,1.4999966e+002,7.3709962e+001,1.4999966e+002,2.8208570e+001,6.1314472e+001
1.4000000e+002,1.9390700e-002,5.0000000e-002,0.0000000e+000,1.9390700e-002,1.0000000e+000,2.4750410e+002,2.0000000e+001,1.4999961e+002,0.0000000e+000,6.0000000e+001,1.2000000e+006,1.2000000e+006,0.0000000e+000,0.0000000e+000,1.4999961e+002,7.4322314e+001,1.4999961e+002,2.6269980e+001,6.1538078e+001
1.6000000e+002,1.9409450e-002,5.0000000e-002,0.0000000e+000,1.9409450e-002,1.0000000e+000,2.4752122e+002,2.0000000e+001,1.4999955e+002,0.0000000e+000,6.0000000e+001,1.2000000e+006,1.2000000e+006,0.0000000e+000,0.0000000e+000,1.4999955e+002,7.4934317e+001,1.4999955e+002,2.4789221e+001,6.1761685e+001
1.8000000e+002,1.9430791e-002,5.0000000e-002,0.0000000e+000,1.9430791e-002,1.0000000e+000,2.4754072e+002,2.0000000e+001,1.4999949e+002,0.0000000e+000,6.0000000e+001,1.2000000e+006,1.2000000e+006,0.0000000e+000,0.0000000e+000,1.4999949e+002,7.5545919e+001,1.4999949e+002,2.3658168e+001,6.1985291e+001
